origem,destino,peso
Colégio Adventista de Paulínia,Unasp-HT - Centro Universitário Adventista Hortolândia,14.935331222363946
Colégio Adventista de Piracicaba,Colégio Adventista de Limeira,29.886239112621737
Colégio Adventista de Porto Alegre,Colégio Adventista do Partenon,7.353566223598176
Colégio Adventista de Porto Alegre,Colégio Adventista Marechal Rondon,13.323788275433449
Colégio Adventista de Porto Alegre,Escola Adventista de Santa Cecília,14.311100613325523
Colégio Adventista de Porto Velho,Escola Adventista de Ariquemes,156.56280212845112
Colégio Adventista de Praia Grande,Colégio Adventista de Santos,12.289379035195816
Colégio Adventista de Presidente Prudente,Colégio Adventista de Tupã,93.52211236625405
Colégio Adventista de Registro,Escola Adventista de Pariquera-Açu,22.905066374651465
Colégio Adventista de Ribeirão Preto,Escola Adventista de Araraquara,79.01508505784611
Colégio Adventista de Rio Branco,Colégio Adventista de Porto Velho,455.4330453748446
Colégio Adventista de Rondonópolis,Colégio Adventista do CPA,181.42764864436205
Colégio Adventista de Salvador,Colégio Adventista de São Caetano,4.625375839262282
Colégio Adventista de Salvador,Escola Adventista de Amaralina,5.2545813030693305
Colégio Adventista de Salvador,Escola Adventista de IAPI,3.113869135061096
Colégio Adventista de Salvador,Escola Adventista de Jardim Cruzeiro,4.696648300889531
Colégio Adventista de Salvador,Escola Adventista de Praia Grande,11.255269548883925
Colégio Adventista de Santa Maria,Escola Adventista de Cachoeira do Sul,97.09616018134457
Colégio Adventista de Santo Amaro,Colégio Adventista de São Caetano do Sul,13.531129966548606
Colégio Adventista de Santo Amaro,Colégio Adventista de Taboão da Serra,9.109121242417892
Colégio Adventista de Santo Amaro,Colégio Adventista de Vila Alpina,14.681165444863
Colégio Adventista de Santo Amaro,Escola Adventista de Vila das Belezas,4.2469694150846236
Colégio Adventista de Santo Amaro,Colégio Adventista de Vila Yara,12.968499604806441
Colégio Adventista de Santo Amaro,Colégio Adventista do Brooklin,4.0668149998873275
Colégio Adventista de Santo Amaro,Colégio Adventista Ellen G. White,7.312682030224916
Colégio Adventista de Santo Amaro,Escola Adventista de Alvorada - SP,8.514952143896739
Colégio Adventista de Santo Amaro,Escola Adventista de Campo Grande,2.4304355895483645
Colégio Adventista de Santo Amaro,Escola Adventista de Jardim das Palmeiras,8.011796999304885
Colégio Adventista de Santo Amaro,Escola Adventista de Jardim Lilah,8.492787578309354
Colégio Adventista de Santo Amaro,Escola Adventista de Pedreira - AP,5.151035721680624
Colégio Adventista de Santo Amaro,Colégio Adventista Pirajuçara,10.235969772886788
Colégio Adventista de Santo Amaro,Escola Adventista Thiago White,10.637958761650795
Colégio Adventista de Santo Amaro,Unasp-SP - Centro Universitário Adventista - São Paulo,8.414615677924619
Colégio Adventista de Santo Amaro,Unasp-BI - Centro Universitário Adventista - Bilíngue,8.414615677924619
Colégio Adventista de Santo André,Colégio Adventista de São Bernardo do Campo,5.3147616406804055
Colégio Adventista de Santo André,Colégio Adventista de São Caetano do Sul,4.877863615402194
Colégio Adventista de Santo André,Colégio Adventista de Vila Alpina,8.962267180325147
Colégio Adventista de Santo André,Colégio Adventista de Vila Matilde,14.797335774216897
Colégio Adventista de Santo André,Escola Adventista de Educação Infantil de Vila Matilde,14.186416624802007
Colégio Adventista de São Bernardo do Campo,Colégio Adventista de São Caetano do Sul,8.26468535243279
Colégio Adventista de São Bernardo do Campo,Colégio Adventista de Vila Alpina,13.316543161723695
Colégio Adventista de São Bernardo do Campo,Escola Adventista de Pedreira - AP,13.658671389166985
Colégio Adventista de São Caetano,Escola Adventista de Amaralina,8.400674658878046
Colégio Adventista de São Caetano,Escola Adventista de IAPI,2.057076362626936
Colégio Adventista de São Caetano,Escola Adventista de Jardim Cruzeiro,2.7371253790997208
Colégio Adventista de São Caetano,Escola Adventista de Paripe,10.77095941470384
Colégio Adventista de São Caetano,Escola Adventista de Praia Grande,7.078754878433705
Colégio Adventista de São Caetano do Sul,Colégio Adventista de Vila Alpina,5.182663807713985
Colégio Adventista de São Caetano do Sul,Colégio Adventista de Vila Matilde,12.844680999443199
Colégio Adventista de São Caetano do Sul,Colégio Adventista do Brooklin,11.894971301686146
Colégio Adventista de São Caetano do Sul,Escola Adventista de Campo Grande,12.870453818518836
Colégio Adventista de São Caetano do Sul,Escola Adventista de Pedreira - AP,12.10850296580662
Colégio Adventista de São Caetano do Sul,Escola Adventista de Educação Infantil de Vila Matilde,12.333617305894474
Colégio Adventista de São Carlos,Escola Adventista de Araraquara,37.295937636655864
Colégio Adventista de São Francisco do Sul,Colégio Adventista de Joinville - Saguaçu,20.68116335364569
Colégio Adventista de São José do Rio Preto,Escola Adventista de Catanduva,55.93711334338914
Colégio Adventista de São Luís,Educação Adventista KIDS,0.05869573142078996
Colégio Adventista de São Luís,Escola Adventista da Cidade Operária,8.063035877901287
Colégio Adventista de São Luís,Escola Adventista de Monte Castelo,3.50128982721136
Colégio Adventista de São Miguel Paulista,Colégio Adventista de Vila Galvão,14.383982279455065
Colégio Adventista de São Miguel Paulista,Colégio Adventista de Vila Matilde,10.395234044306399
Colégio Adventista de São Miguel Paulista,Escola Adventista de Educação Infantil de Vila Matilde,10.479900207774312
Colégio Adventista de Sorocaba,Escola Adventista de Ibiúna,32.28119578072821
Colégio Adventista de Taboão da Serra,Escola Adventista de Vila das Belezas,5.95649704151125
Colégio Adventista de Taboão da Serra,Colégio Adventista de Vila Yara,5.539539588823144
Colégio Adventista de Taboão da Serra,Colégio Adventista do Brooklin,9.117442785861611
Colégio Adventista de Taboão da Serra,Colégio Adventista Ellen G. White,7.11882817416459
Colégio Adventista de Taboão da Serra,Colégio Adventista da Granja Viana,8.55024357058428
Colégio Adventista de Taboão da Serra,Escola Adventista de Alvorada - SP,7.086443236106591
Colégio Adventista de Taboão da Serra,Escola Adventista de Campo Grande,11.364950666963807
Colégio Adventista de Taboão da Serra,Escola Adventista de Jardim das Palmeiras,8.320594952827852
Colégio Adventista de Taboão da Serra,Escola Adventista de Jardim Lilah,7.880435491706993
Colégio Adventista de Taboão da Serra,Escola Adventista de Pedreira - AP,14.089822833367856
Colégio Adventista de Taboão da Serra,Colégio Adventista Pirajuçara,6.038294886410326
Colégio Adventista de Taboão da Serra,Escola Adventista Thiago White,10.004369957840725
Colégio Adventista de Taboão da Serra,Unasp-SP - Centro Universitário Adventista - São Paulo,7.340722409067801
Colégio Adventista de Taboão da Serra,Unasp-BI - Centro Universitário Adventista - Bilíngue,7.340722409067801
Colégio Adventista de Taguatinga,Escola Adventista do Guará,8.937308615724197
Colégio Adventista de Taguatinga,Colégio Adventista de Águas Claras,2.8262343061982156
Colégio Adventista de Tatuí,Escola Cursos - Trilhas,0.0
Colégio Adventista de Tatuí,Escola Parceira,0.0
Colégio Adventista de Taubaté - Tremembé,Colégio Adventista de São José dos Campos,45.267050344093086
Colégio Adventista de Teófilo Otoni,Escola Adventista de Barra de São Francisco,118.12273881004978
Colégio Adventista de Tucuruvi,Colégio Adventista de Vila Alpina,13.0265623649988
Colégio Adventista de Tucuruvi,Colégio Adventista de Vila Galvão,5.244393042953648
Colégio Adventista de Tucuruvi,Colégio Adventista de Vila Matilde,10.131393873029984
Colégio Adventista de Tucuruvi,Colégio Adventista de Vila Nova Cachoeirinha,6.899354557405255
Colégio Adventista de Tucuruvi,Escola Adventista de Educação Infantil de Vila Matilde,10.62963009639836
Colégio Adventista de Tupã,Escola Adventista de Marília,68.20333137645152
Colégio Adventista de Viamão,Colégio Adventista do Partenon,14.971841500808688
Colégio Adventista de Viamão,Colégio Adventista Marechal Rondon,14.384856748252464
Colégio Adventista de Viamão,Escola Adventista de Alvorada - RS,9.776653727517818
Colégio Adventista de Viamão,Escola Adventista de Santa Cecília,7.325807602576862
Colégio Adventista de Viamão,Escola Adventista do Sarandi,14.64259409591348
Colégio Adventista de Vila Alpina,Colégio Adventista de Vila Matilde,8.270111978774581
Colégio Adventista de Vila Alpina,Colégio Adventista do Brooklin,11.716879849540014
Colégio Adventista de Vila Alpina,Escola Adventista de Campo Grande,14.87515539532563
Colégio Adventista de Vila Alpina,Escola Adventista de Educação Infantil de Vila Matilde,7.872849466056789
Escola Adventista de Vila das Belezas,Colégio Adventista de Vila Yara,10.963873232268385
Escola Adventista de Vila das Belezas,Colégio Adventista do Brooklin,6.783336662741362
Escola Adventista de Vila das Belezas,Colégio Adventista Ellen G. White,3.5177143211470963
Escola Adventista de Vila das Belezas,Colégio Adventista da Granja Viana,12.850002655212842
Escola Adventista de Vila das Belezas,Escola Adventista de Alvorada - SP,4.553093834419406
Escola Adventista de Vila das Belezas,Escola Adventista de Campo Grande,5.940673985547799
Escola Adventista de Vila das Belezas,Colégio Adventista de Itapecerica da Serra,13.527531019945183
Escola Adventista de Vila das Belezas,Escola Adventista de Jardim das Palmeiras,4.567429109851037
Escola Adventista de Vila das Belezas,Escola Adventista de Jardim Lilah,4.773888199776166
Escola Adventista de Vila das Belezas,Escola Adventista de Pedreira - AP,8.506198387034798
Escola Adventista de Vila das Belezas,Colégio Adventista Pirajuçara,6.003810463405138
Escola Adventista de Vila das Belezas,Escola Adventista Thiago White,7.179867491306648
Escola Adventista de Vila das Belezas,Unasp-SP - Centro Universitário Adventista - São Paulo,4.535745416760258
Escola Adventista de Vila das Belezas,Unasp-BI - Centro Universitário Adventista - Bilíngue,4.535745416760258
Colégio Adventista de Vila Galvão,Colégio Adventista de Vila Matilde,9.305337134077742
Colégio Adventista de Vila Galvão,Colégio Adventista de Vila Nova Cachoeirinha,11.156349659955893
Colégio Adventista de Vila Galvão,Escola Adventista de Educação Infantil de Vila Matilde,9.940460125842126
Colégio Adventista de Vila Matilde,Escola Adventista de Educação Infantil de Vila Matilde,0.643272729808201
Colégio Adventista de Vila Nova Cachoeirinha,Colégio Adventista de Vila Yara,12.612205897455075
Colégio Adventista de Vila Yara,Colégio Adventista do Brooklin,11.223765329504642
Colégio Adventista de Vila Yara,Colégio Adventista Ellen G. White,12.644081922828658
Colégio Adventista de Vila Yara,Colégio Adventista da Granja Viana,10.293886588966695
Colégio Adventista de Vila Yara,Escola Adventista de Alvorada - SP,12.61570650559205
Colégio Adventista de Vila Yara,Escola Adventista de Jardim das Palmeiras,13.856169549461342
Colégio Adventista de Vila Yara,Escola Adventista de Jardim Lilah,13.417663952553808
Colégio Adventista de Vila Yara,Colégio Adventista Pirajuçara,11.303049569278855
Colégio Adventista de Vila Yara,Unasp-SP - Centro Universitário Adventista - São Paulo,12.875644110388293
Colégio Adventista de Vila Yara,Colégio Adventista de Alphaville,12.528783650749142
Colégio Adventista de Vila Yara,Unasp-BI - Centro Universitário Adventista - Bilíngue,12.875644110388293
Colégio Adventista de Vitória,Espaço Kids IBES,4.138870253214751
Colégio Adventista de Votuporanga,Escola Adventista de Fernandópolis,33.27768149207997
Colégio Adventista do Brooklin,Colégio Adventista Ellen G. White,10.292154083949638
Colégio Adventista do Brooklin,Escola Adventista de Alvorada - SP,11.32527911833674
Colégio Adventista do Brooklin,Escola Adventista de Campo Grande,5.867717345044651
Colégio Adventista do Brooklin,Escola Adventista de Jardim das Palmeiras,11.259064906283692
Colégio Adventista do Brooklin,Escola Adventista de Jardim Lilah,11.54646471988958
Colégio Adventista do Brooklin,Escola Adventista de Pedreira - AP,8.04984858720454
Colégio Adventista do Brooklin,Colégio Adventista Pirajuçara,12.403391943769524
Colégio Adventista do Brooklin,Escola Adventista Thiago White,13.91075212781015
Colégio Adventista do Brooklin,Unasp-SP - Centro Universitário Adventista - São Paulo,11.318544778901316
Colégio Adventista do Brooklin,Unasp-BI - Centro Universitário Adventista - Bilíngue,11.318544778901316
Colégio Adventista do CPA,Colégio Adventista do Porto,8.834743093381679
Colégio Adventista do CPA,Colégio Adventista Várzea Grande,13.24622188707524
Colégio Adventista do CPA,Escola Adventista Centro América,5.76587544400872
Colégio Adventista Jardim Europa,Colégio Adventista Novo Mundo,10.74903575169365
Colégio Adventista Jardim Europa,Colégio Adventista Setor Pedro Ludovico,6.023882475860604
Colégio Adventista Jardim Europa,Colégio Goianiense Adventista,12.124149926678818
Colégio Adventista Jardim Europa,Escola Adventista de Vila Nova,8.970259062808069
Colégio Adventista do Partenon,Colégio Adventista Marechal Rondon,6.462932462333801
Colégio Adventista do Partenon,Escola Adventista de Alvorada - RS,11.944541871062011
Colégio Adventista do Partenon,Colégio Adventista de Cachoeirinha,14.400211138555516
Colégio Adventista do Partenon,Escola Adventista de Santa Cecília,7.70925269756583
Colégio Adventista do Partenon,Escola Adventista do Sarandi,9.300508119837732
Colégio Adventista do Porto,Colégio Adventista Várzea Grande,4.6877674924105515
Colégio Adventista do Porto,Escola Adventista Centro América,3.0968312784095833
Colégio Adventista União dos Palmares,Escola Adventista de Garanhuns,58.849111781407025
Colégio Adventista Ellen G. White,Colégio Adventista da Granja Viana,11.517194710510605
Colégio Adventista Ellen G. White,Escola Adventista de Alvorada - SP,1.25655550551011
Colégio Adventista Ellen G. White,Escola Adventista de Campo Grande,8.300896478127084
Colégio Adventista Ellen G. White,Colégio Adventista de Itapecerica da Serra,10.010922650331352
Colégio Adventista Ellen G. White,Escola Adventista de Jardim das Palmeiras,1.2548895124179533
Colégio Adventista Ellen G. White,Escola Adventista de Jardim Lilah,1.2561738790136212
Colégio Adventista Ellen G. White,Escola Adventista de Pedreira - AP,10.380882920541106
Colégio Adventista Ellen G. White,Colégio Adventista Pirajuçara,3.6171770962167966
Colégio Adventista Ellen G. White,Escola Adventista Thiago White,3.687450455204086
Colégio Adventista Ellen G. White,Unasp-SP - Centro Universitário Adventista - São Paulo,1.1048619416099281
Colégio Adventista Ellen G. White,Unasp-BI - Centro Universitário Adventista - Bilíngue,1.1048619416099281
Colégio Adventista Marechal Rondon,Escola Adventista de Alvorada - RS,7.273180503821974
Colégio Adventista Marechal Rondon,Colégio Adventista de Cachoeirinha,7.962729041044449
Colégio Adventista Marechal Rondon,Escola Adventista de Santa Cecília,7.903651404775884
Colégio Adventista Marechal Rondon,Escola Adventista do Sarandi,2.8571607592433925
Colégio Adventista Marechal Rondon,Escola Adventista de Canoas,11.951561434420421
Colégio Adventista da Asa Sul,Escola Adventista do Guará,7.502601109500186
Colégio Adventista da Asa Sul,Colégio Adventista de Águas Claras,13.757867906631825
Colégio Adventista Novo Mundo,Colégio Adventista Setor Pedro Ludovico,5.673695721182825
Colégio Adventista Novo Mundo,Colégio Goianiense Adventista,4.814857776635069
Colégio Adventista Novo Mundo,Escola Adventista de Vila Nova,2.5344276286174843
Colégio Adventista Paul Bernard,Colégio Adventista da Alvorada - AM,11.234398918871387
Colégio Adventista Paul Bernard,Escola Adventista da Liberdade - AM,9.809243503012446
Colégio Adventista Paul Bernard,Colégio Adventista de Manaus,10.573670081329
Colégio Adventista Paul Bernard,Escola Adventista de Santo Antônio,12.108405554412965
Colégio Adventista Paul Bernard,Escola Adventista de São Jorge,12.022165891665324
Colégio Adventista Paul Bernard,Escola Adventista do Japiim,6.42365473521525
Colégio Adventista Paul Bernard,Instituto Adventista de Manaus,8.627220005619867
Colégio Adventista de Fortaleza,Colégio Adventista Arlete Afonso,146.1075821903804
Colégio Adventista Portão,Colégio Adventista São José dos Pinhais,12.040492195052154
Colégio Adventista Portão,Colégio Curitibano Adventista Bom Retiro,7.633929125789202
Colégio Adventista Portão,Colégio Adventista Afonso Pena,11.481281282750572
Colégio Adventista Portão,Colégio Adventista Pinhais,12.546355373975533
Colégio Adventista Portão,Escola Adventista de Vista Alegre,8.1416229919321
Colégio Adventista São José dos Pinhais,Colégio Adventista Afonso Pena,3.8358707690745253
Colégio Adventista São José dos Pinhais,Colégio Adventista Pinhais,12.117583452486805
Colégio Adventista Setor Pedro Ludovico,Colégio Goianiense Adventista,9.027545942337557
Colégio Adventista Setor Pedro Ludovico,Escola Adventista de Vila Nova,5.116027410546104
Colégio Adventista Telêmaco Borba,Escola Adventista de Castro,80.4836469705771
Colégio Adventista Várzea Grande,Escola Adventista Centro América,7.6909382129830455
Colégio Curitibano Adventista Bom Retiro,Colégio Adventista Afonso Pena,13.79688800329078
Colégio Curitibano Adventista Bom Retiro,Colégio Adventista Pinhais,9.573488599277836
Colégio Curitibano Adventista Bom Retiro,Escola Adventista de Vista Alegre,2.4506985684173537
Colégio Goianiense Adventista,Escola Adventista de Vila Nova,3.915064108008268
Colégio Adventista de Artur Nogueira,Unasp-EC - Centro Universitário Adventista Engenheiro Coelho,9.308770711146936
EDESSA - Educandário Espírito Santense Adventista,Escola Adventista da Serra,79.09351262020866
Educação Adventista KIDS,Escola Adventista da Cidade Operária,8.087147108863435
Educação Adventista KIDS,Escola Adventista de Monte Castelo,3.5423933425164944
Colégio Adventista de Chapecó,Escola Adventista de Erechim,69.74935311883497
Colégio Adventista Afonso Pena,Colégio Adventista Pinhais,8.364291913311627
Escola Adventista Centro Nipônico,Escola Adventista da Marambaia,3.755957258296684
Escola Adventista Centro Nipônico,Escola Adventista da Pedreira,1.690262498791617
Escola Adventista Centro Nipônico,Escola Adventista de Coqueiro,9.100709183486426
Escola Adventista Centro Nipônico,Colégio Adventista da Marambaia,3.6504014352412852
Escola Adventista Centro Nipônico,Escola Adventista de São Brás Altamir de Paiva,1.7752012186209736
Escola Adventista Centro Nipônico,Instituto Adventista Grão Pará,0.42755452943151556
Colégio Adventista da Alvorada - AM,Escola Adventista da Liberdade - AM,8.588274994485277
Colégio Adventista da Alvorada - AM,Colégio Adventista de Manaus,7.197079064795547
Colégio Adventista da Alvorada - AM,Escola Adventista de Santo Antônio,4.714189367315995
Colégio Adventista da Alvorada - AM,Escola Adventista de São Jorge,3.6573906884006675
Colégio Adventista da Alvorada - AM,Escola Adventista do Japiim,7.5314200064093395
Colégio Adventista da Alvorada - AM,Instituto Adventista de Manaus,6.146752053056692
Escola Adventista da Cidade Operária,Escola Adventista de Monte Castelo,9.912899396023631
Escola Adventista da Concórdia,Escola Adventista da Pampulha,7.765647137980482
Escola Adventista da Concórdia,Colégio Adventista do Buritis,9.392414931784776
Colégio Adventista da Granja Viana,Escola Adventista de Alvorada - SP,10.522186054127333
Colégio Adventista da Granja Viana,Colégio Adventista de Itapecerica da Serra,13.497800289861438
Colégio Adventista da Granja Viana,Escola Adventista de Jardim das Palmeiras,12.08410957609541
Colégio Adventista da Granja Viana,Escola Adventista de Jardim Lilah,11.271395178368845
Colégio Adventista da Granja Viana,Colégio Adventista Pirajuçara,7.983247374058325
Colégio Adventista da Granja Viana,Escola Adventista Thiago White,11.798287866509385
Colégio Adventista da Granja Viana,Unasp-SP - Centro Universitário Adventista - São Paulo,10.832153168577404
Colégio Adventista da Granja Viana,Colégio Adventista de Alphaville,11.920490126438233
Colégio Adventista da Granja Viana,Unasp-BI - Centro Universitário Adventista - Bilíngue,10.832153168577404
Escola Adventista da Liberdade - AM,Colégio Adventista de Manaus,1.8020890980013096
Escola Adventista da Liberdade - AM,Escola Adventista de Santo Antônio,5.193164280562145
Escola Adventista da Liberdade - AM,Escola Adventista de São Jorge,6.024451281364175
Escola Adventista da Liberdade - AM,Escola Adventista do Japiim,3.549287827041289
Escola Adventista da Liberdade - AM,Instituto Adventista de Manaus,2.6390205440837025
Escola Adventista da Marambaia,Escola Adventista da Pedreira,4.694104522589027
Escola Adventista da Marambaia,Escola Adventista de Coqueiro,5.624015186915931
Escola Adventista da Marambaia,Colégio Adventista da Marambaia,1.720724444592185
Escola Adventista da Marambaia,Escola Adventista de Icoaraci,14.959741521437357
Escola Adventista da Marambaia,Escola Adventista de São Brás Altamir de Paiva,5.471483412173859
Escola Adventista da Marambaia,Instituto Adventista Grão Pará,3.9031823511980086
Escola Adventista da Pedreira,Escola Adventista de Coqueiro,9.437512768969352
Escola Adventista da Pedreira,Colégio Adventista da Marambaia,3.93391349520075
Escola Adventista da Pedreira,Escola Adventista de São Brás Altamir de Paiva,2.3313056229607705
Escola Adventista da Pedreira,Instituto Adventista Grão Pará,2.0338326557714366
Escola Adventista da Serra,Colégio Adventista de Vitória,20.536790397899576
Escola Adventista de Alvorada - RS,Colégio Adventista de Cachoeirinha,6.761133697156545
Escola Adventista de Alvorada - RS,Escola Adventista de Santa Cecília,7.230095743160037
Escola Adventista de Alvorada - RS,Escola Adventista do Sarandi,5.919543311666861
Escola Adventista de Alvorada - RS,Escola Adventista de Canoas,14.154233723706586
Escola Adventista de Alvorada - SP,Escola Adventista de Campo Grande,9.556855115427545
Escola Adventista de Alvorada - SP,Colégio Adventista de Itapecerica da Serra,9.109826609793581
Escola Adventista de Alvorada - SP,Escola Adventista de Jardim das Palmeiras,1.58758046977265
Escola Adventista de Alvorada - SP,Escola Adventista de Jardim Lilah,0.8582738545037855
Escola Adventista de Alvorada - SP,Escola Adventista de Pedreira - AP,11.623038127569504
Escola Adventista de Alvorada - SP,Colégio Adventista Pirajuçara,2.5408515004256667
Escola Adventista de Alvorada - SP,Escola Adventista Thiago White,3.0272993295976227
Escola Adventista de Alvorada - SP,Unasp-SP - Centro Universitário Adventista - São Paulo,0.3212527344776947
Escola Adventista de Alvorada - SP,Unasp-BI - Centro Universitário Adventista - Bilíngue,0.3212527344776947
Escola Adventista de Amaralina,Escola Adventista de IAPI,6.34395643713842
Escola Adventista de Amaralina,Escola Adventista de Jardim Cruzeiro,9.623844655953146
Escola Adventista de Anápolis,IABC - Instituto Adventista Brasil Central,30.769998984237056
Escola Adventista de Andradas - EAA,Colégio Adventista de Mogi Guaçu,52.95122345497702
Colégio Adventista Araucária,Colégio Adventista Fazenda Rio Grande,11.571485096161025
Escola Adventista de Ariquemes,Escola Adventista de Jaru,85.18371944164906
Escola Adventista de Barra de São Francisco,EDESSA - Educandário Espírito Santense Adventista,87.15401600574097
Escola Adventista de Barreiras,Colégio Adventista de Luís Eduardo Magalhães,87.47859390669078
Colégio Adventista de Belo Jardim,Colégio Adventista de Caruaru,49.198929904868095
Escola Adventista de Boa Vista - RR,Colégio Adventista Amazonas - Campus Residencial - IAAI,620.5578203130822
Escola Adventista de Bom Retiro da Serra,Escola Adventista Rio do Sul,66.57588691759791
Colégio Adventista de Botafogo,Escola Adventista de Inhaúma,12.644666744711111
Colégio Adventista de Botafogo,Escola Adventista de Música ARS,12.38998603653525
Colégio Adventista de Botafogo,Escola Adventista da Barra da Tijuca,13.009925634078801
Colégio Adventista de Cachoeirinha,Escola Adventista de Santa Cecília,12.9305602590837
Colégio Adventista de Cachoeirinha,Escola Adventista do Sarandi,5.106567713928708
Colégio Adventista de Cachoeirinha,Escola Adventista de Canoas,7.646373984447198
Escola Adventista de Campo Grande,Escola Adventista de Jardim das Palmeiras,8.679610423980437
Escola Adventista de Campo Grande,Escola Adventista de Jardim Lilah,9.32230480490188
Escola Adventista de Campo Grande,Escola Adventista de Pedreira - AP,2.746349613909394
Escola Adventista de Campo Grande,Colégio Adventista Pirajuçara,11.6327622392505
Escola Adventista de Campo Grande,Escola Adventista Thiago White,11.12360728283336
Escola Adventista de Campo Grande,Unasp-SP - Centro Universitário Adventista - São Paulo,9.384749018286701
Escola Adventista de Campo Grande,Unasp-BI - Centro Universitário Adventista - Bilíngue,9.384749018286701
Escola Adventista de Castanhal,FAAMA - Faculdade Adventista da Amazônia,35.311819147148825
Escola Adventista de Castro,Colégio Adventista Ponta Grossa,37.68975182017476
Escola Adventista de Caxias,Colégio Adventista de Codó,73.63043340168335
Escola Adventista de Caxias do Sul,Escola Adventista de Canudos,58.16967633452067
Escola Adventista de Coqueiro,Colégio Adventista da Marambaia,5.535066491000494
Escola Adventista de Coqueiro,Escola Adventista de Icoaraci,9.727802452019802
Escola Adventista de Coqueiro,Escola Adventista de São Brás Altamir de Paiva,10.875751594953268
Escola Adventista de Coqueiro,Instituto Adventista Grão Pará,9.34846941658251
Colégio Adventista da Marambaia,Escola Adventista de Icoaraci,14.207462835829558
Colégio Adventista da Marambaia,Escola Adventista de São Brás Altamir de Paiva,5.411634637708663
Colégio Adventista da Marambaia,Instituto Adventista Grão Pará,3.9590120689961052
Escola Adventista de Corumbá,Escola Adventista de Miranda,190.84938182486727
Escola Adventista de Goioerê,Escola Adventista de Umuarama,56.11962197438387
Escola Adventista de Guaíra,Escola Adventista de Mundo Novo,16.999712663425683
Colégio Adventista de Guarapuava,Colégio Adventista União da Vitória,100.63402871800885
Escola Adventista de Guaraqueçaba,Colégio Adventista de Paranaguá,31.358651532321634
Escola Adventista de IAPI,Escola Adventista de Jardim Cruzeiro,3.8876569671022514
Escola Adventista de IAPI,Escola Adventista de Paripe,12.816384568088608
Escola Adventista de IAPI,Escola Adventista de Praia Grande,9.135748521506686
Escola Adventista de Ibiúna,Escola Adventista de São Roque,17.3053069169001
Escola Adventista de Ijuí,Escola Adventista de Santo Ângelo,35.268908780589726
Escola Adventista de Imbituba,Escola Adventista de Tubarão,43.49394930190004
Escola Adventista de Indaiatuba,Unasp-HT - Centro Universitário Adventista Hortolândia,24.507989262782058
Escola Adventista de Inhaúma,Escola Adventista de Jardim Metrópole,12.803602406580161
Escola Adventista de Inhaúma,Escola Adventista de Música ARS,13.806359157096933
Escola Adventista de Inhaúma,Escola Adventista da Barra da Tijuca,14.971433467472446
Escola Adventista de Itacoatiara,Escola Adventista de Nova Olinda do Norte,109.73319732637151
Colégio Adventista de Itapecerica da Serra,Escola Adventista de Jardim das Palmeiras,9.03739653345248
Colégio Adventista de Itapecerica da Serra,Escola Adventista de Jardim Lilah,8.755360219279778
Colégio Adventista de Itapecerica da Serra,Colégio Adventista Pirajuçara,9.22520617261465
Colégio Adventista de Itapecerica da Serra,Escola Adventista Thiago White,6.379159922557135
Colégio Adventista de Itapecerica da Serra,Unasp-SP - Centro Universitário Adventista - São Paulo,9.048400095877767
Colégio Adventista de Itapecerica da Serra,Unasp-BI - Centro Universitário Adventista - Bilíngue,9.048400095877767
Escola Adventista de Jacobina,Colégio Adventista de Juazeiro,196.03930504477017
Escola Adventista de Jardim Cruzeiro,Escola Adventista de Paripe,10.601457192807255
Escola Adventista de Jardim Cruzeiro,Escola Adventista de Praia Grande,6.805185195961087
Escola Adventista de Jardim das Palmeiras,Escola Adventista de Jardim Lilah,0.8272735723102519
Escola Adventista de Jardim das Palmeiras,Escola Adventista de Pedreira - AP,10.508337360868508
Escola Adventista de Jardim das Palmeiras,Colégio Adventista Pirajuçara,4.1033190672072335
Escola Adventista de Jardim das Palmeiras,Escola Adventista Thiago White,2.658359070709421
Escola Adventista de Jardim das Palmeiras,Unasp-SP - Centro Universitário Adventista - São Paulo,1.2675131977350504
Escola Adventista de Jardim das Palmeiras,Unasp-BI - Centro Universitário Adventista - Bilíngue,1.2675131977350504
Escola Adventista de Jardim Lilah,Escola Adventista de Pedreira - AP,11.242956147056088
Escola Adventista de Jardim Lilah,Colégio Adventista Pirajuçara,3.298625450343743
Escola Adventista de Jardim Lilah,Escola Adventista Thiago White,2.4578648397588414
Escola Adventista de Jardim Lilah,Unasp-SP - Centro Universitário Adventista - São Paulo,0.5539263931745636
Escola Adventista de Jardim Lilah,Unasp-BI - Centro Universitário Adventista - Bilíngue,0.5539263931745636
Escola Adventista de Jardim Metrópole,Escola Adventista de Nova Iguaçu,12.12842034620786
Escola Adventista de Jardim Metrópole,Colégio Adventista de Nova Iguaçu,13.950181369636333
Escola Adventista de Jaru,Escola Adventista de Ouro Preto do Oeste,40.43144692165779
Escola Adventista de Jequié,Escola Adventista de Santo Antonio de Jesus,133.114623154757
Escola Adventista de Joinville - Bom Retiro,Colégio Adventista de Joinville - Centro,4.226246310801758
Colégio Adventista de Juiz de Fora - CAJF,IPAE - Instituto Petropolitano Adventista de Ensino,75.52875008849121
Colégio Adventista de Jundiaí,Colégio Adventista de Alphaville,31.045704243001303
Escola Adventista de Lins,Escola Adventista de Marília,61.17979030849799
Colégio Adventista de Macapá,Escola Adventista de Icoaraci,324.4049459034348
